"No.","Time","Source","Destination","Protocol","Length","Info"
"406","99.272418179","192.168.153.128","192.168.153.1","DNS","100","Standard query 0x1d0e A update.code.visualstudio.com.localdomain"
"407","99.327024926","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"408","99.383049286","192.168.153.128","192.168.153.1","DNS","80","Standard query 0xa8da A www.vscode-unpkg.net"
"409","99.504573951","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x4914 A mobile.events.data.microsoft.com.localdomain"
"410","100.501109673","192.168.153.128","192.168.153.1","DNS","104","Standard query 0xc7cd A mobile.events.data.microsoft.com.localdomain"
"411","100.733592573","192.168.153.128","192.168.153.1","DNS","99","Standard query 0x5c00 A copilot-telemetry.githubusercontent.com"
"412","100.733719235","192.168.153.128","192.168.153.1","DNS","99","Standard query 0x51fc AAAA copilot-telemetry.githubusercontent.com"
"413","101.262139714","192.168.153.128","192.168.153.1","DNS","88","Standard query 0xc594 A update.code.visualstudio.com"
"414","101.418438816","192.168.153.128","192.168.153.1","DNS","80","Standard query 0x61bc A www.vscode-unpkg.net"
"415","101.418702203","192.168.153.128","192.168.153.1","DNS","80","Standard query 0x966e HTTPS www.vscode-unpkg.net"
"416","101.443822691","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"417","101.604131809","192.168.153.128","192.168.153.1","DNS","99","Standard query 0x5b9c A copilot-telemetry.githubusercontent.com"
"418","101.604363852","192.168.153.128","192.168.153.1","DNS","99","Standard query 0x9e9a AAAA copilot-telemetry.githubusercontent.com"
"419","102.412215756","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x94ca A www.vscode-unpkg.net.localdomain"
"420","102.443502360","192.168.153.128","192.168.153.1","DNS","80","Standard query 0x853a A www.vscode-unpkg.net"
"421","102.443789501","192.168.153.128","192.168.153.1","DNS","80","Standard query 0xcb43 HTTPS www.vscode-unpkg.net"
"422","102.491527311","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x67ed A mobile.events.data.microsoft.com"
"423","102.845682875","192.168.153.128","192.168.153.1","DNS","100","Standard query 0x3dc4 A marketplace.visualstudio.com.localdomain"
"424","103.554414318","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"425","104.284341248","192.168.153.128","192.168.153.1","DNS","100","Standard query 0x1d0e A update.code.visualstudio.com.localdomain"
"426","104.391891227","192.168.153.128","192.168.153.1","DNS","80","Standard query 0xa8da A www.vscode-unpkg.net"
"427","104.471599064","192.168.153.128","192.168.153.1","DNS","80","Standard query 0xe586 A www.vscode-unpkg.net"
"428","104.517657107","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xf658 A mobile.events.data.microsoft.com"
"429","104.517883052","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xf206 HTTPS mobile.events.data.microsoft.com"
"430","105.513101837","192.168.153.128","192.168.153.1","DNS","104","Standard query 0xc7cd A mobile.events.data.microsoft.com.localdomain"
"431","105.544125887","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x17cc A mobile.events.data.microsoft.com"
"432","105.544457376","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x158f HTTPS mobile.events.data.microsoft.com"
"433","105.674503930","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"434","105.744695868","192.168.153.128","192.168.153.1","DNS","111","Standard query 0x9d36 A copilot-telemetry.githubusercontent.com.localdomain"
"435","105.744746461","192.168.153.128","192.168.153.1","DNS","111","Standard query 0x4734 AAAA copilot-telemetry.githubusercontent.com.localdomain"
"436","106.272524344","192.168.153.128","192.168.153.1","DNS","88","Standard query 0xc594 A update.code.visualstudio.com"
"437","106.614006539","192.168.153.128","192.168.153.1","DNS","111","Standard query 0x0c74 A copilot-telemetry.githubusercontent.com.localdomain"
"438","106.614096110","192.168.153.128","192.168.153.1","DNS","111","Standard query 0xec89 AAAA copilot-telemetry.githubusercontent.com.localdomain"
"439","106.863629093","fe80::e62b:d1db:2bd6:4437","ff02::c","UDP","718","50918  >  3702 Len=656"
"440","106.864498628","192.168.153.1","239.255.255.250","UDP","698","50917  >  3702 Len=656"
"441","107.017977006","192.168.153.1","239.255.255.250","UDP","698","50917  >  3702 Len=656"
"442","107.111143557","fe80::e62b:d1db:2bd6:4437","ff02::c","UDP","718","50918  >  3702 Len=656"
"443","107.328631162","192.168.153.1","239.255.255.250","UDP","698","50917  >  3702 Len=656"
"444","107.498249568","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x67ed A mobile.events.data.microsoft.com"
"445","107.569290367","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x5f57 A mobile.events.data.microsoft.com"
"446","107.590317830","fe80::e62b:d1db:2bd6:4437","ff02::c","UDP","718","50918  >  3702 Len=656"
"447","107.787578569","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"448","107.943356320","192.168.153.1","239.255.255.250","UDP","698","50917  >  3702 Len=656"
"449","108.546639141","fe80::e62b:d1db:2bd6:4437","ff02::c","UDP","718","50918  >  3702 Len=656"
"450","109.168778891","192.168.153.1","239.255.255.250","UDP","698","50917  >  3702 Len=656"
"451","109.399647100","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x48ab A www.vscode-unpkg.net.localdomain"
"452","109.477686068","192.168.153.128","192.168.153.1","DNS","80","Standard query 0xe586 A www.vscode-unpkg.net"
"453","109.900928797","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"454","110.466288081","fe80::e62b:d1db:2bd6:4437","ff02::c","UDP","718","50918  >  3702 Len=656"
"455","110.482248066","192.168.153.128","192.168.153.1","DNS","80","Standard query 0xd667 A www.vscode-unpkg.net"
"456","110.746047042","192.168.153.128","192.168.153.1","DNS","111","Standard query 0x9d36 A copilot-telemetry.githubusercontent.com.localdomain"
"457","110.746126628","192.168.153.128","192.168.153.1","DNS","111","Standard query 0x4734 AAAA copilot-telemetry.githubusercontent.com.localdomain"
"458","111.182034228","192.168.153.1","239.255.255.250","UDP","698","50917  >  3702 Len=656"
"459","111.291186721","192.168.153.128","192.168.153.1","DNS","100","Standard query 0xd288 A update.code.visualstudio.com.localdomain"
"460","111.631812761","192.168.153.128","192.168.153.1","DNS","111","Standard query 0x0c74 A copilot-telemetry.githubusercontent.com.localdomain"
"461","111.631892568","192.168.153.128","192.168.153.1","DNS","111","Standard query 0xec89 AAAA copilot-telemetry.githubusercontent.com.localdomain"
"462","112.023699946","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"463","112.470112563","fe80::e62b:d1db:2bd6:4437","ff02::c","UDP","718","50918  >  3702 Len=656"
"464","112.516758985","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x9fb9 A mobile.events.data.microsoft.com.localdomain"
"465","112.577434429","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x5f57 A mobile.events.data.microsoft.com"
"466","113.185236284","192.168.153.1","239.255.255.250","UDP","698","50917  >  3702 Len=656"
"467","113.570325128","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xcfe6 A mobile.events.data.microsoft.com"
"468","114.133573438","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"469","114.408960029","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x48ab A www.vscode-unpkg.net.localdomain"
"470","114.472132320","fe80::e62b:d1db:2bd6:4437","ff02::c","UDP","718","50918  >  3702 Len=656"
"471","114.486701484","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x5ec6 A www.vscode-unpkg.net.localdomain"
"472","115.487384502","192.168.153.128","192.168.153.1","DNS","80","Standard query 0xd667 A www.vscode-unpkg.net"
"473","115.751223512","192.168.153.128","192.168.153.1","DNS","79","Standard query 0x8b96 A default.exp-tas.com"
"474","115.751327755","192.168.153.128","192.168.153.1","DNS","79","Standard query 0x6a93 AAAA default.exp-tas.com"
"475","116.247925898","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"476","116.307077684","192.168.153.128","192.168.153.1","DNS","100","Standard query 0xd288 A update.code.visualstudio.com.localdomain"
"477","116.649700674","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x1816 A mobile.events.data.microsoft.com"
"478","116.649852061","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x066b AAAA mobile.events.data.microsoft.com"
"479","116.865750492","fe80::e62b:d1db:2bd6:4437","ff02::c","UDP","718","50918  >  3702 Len=656"
"480","116.866037894","192.168.153.1","239.255.255.250","UDP","698","50917  >  3702 Len=656"
"481","116.992833364","192.168.153.1","239.255.255.250","UDP","698","50917  >  3702 Len=656"
"482","117.053118702","fe80::e62b:d1db:2bd6:4437","ff02::c","UDP","718","50918  >  3702 Len=656"
"483","117.251711941","192.168.153.1","239.255.255.250","UDP","698","50917  >  3702 Len=656"
"484","117.421514916","fe80::e62b:d1db:2bd6:4437","ff02::c","UDP","718","50918  >  3702 Len=656"
"485","117.529628172","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x9fb9 A mobile.events.data.microsoft.com.localdomain"
"486","117.590981314","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x70d3 A mobile.events.data.microsoft.com.localdomain"
"487","117.746538610","192.168.153.1","239.255.255.250","UDP","698","50917  >  3702 Len=656"
"488","118.163160558","fe80::e62b:d1db:2bd6:4437","ff02::c","UDP","718","50918  >  3702 Len=656"
"489","118.368203880","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"490","118.581574389","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xcfe6 A mobile.events.data.microsoft.com"
"491","118.735114431","192.168.153.1","239.255.255.250","UDP","698","50917  >  3702 Len=656"
"492","119.504684653","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x5ec6 A www.vscode-unpkg.net.localdomain"
"493","119.628473626","fe80::e62b:d1db:2bd6:4437","ff02::c","UDP","718","50918  >  3702 Len=656"
"494","120.488385781","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"495","120.488622112","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x2c33 A www.vscode-unpkg.net.localdomain"
"496","120.712532605","192.168.153.1","239.255.255.250","UDP","698","50917  >  3702 Len=656"
"497","120.758631875","192.168.153.128","192.168.153.1","DNS","79","Standard query 0x8b96 A default.exp-tas.com"
"498","120.758738600","192.168.153.128","192.168.153.1","DNS","79","Standard query 0x6a93 AAAA default.exp-tas.com"
"499","121.628298384","fe80::e62b:d1db:2bd6:4437","ff02::c","UDP","718","50918  >  3702 Len=656"
"500","121.659527363","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x1816 A mobile.events.data.microsoft.com"
"501","121.659624811","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x066b AAAA mobile.events.data.microsoft.com"
"502","122.486323064","192.168.153.128","192.168.153.1","DNS","80","Standard query 0xdbdb A www.vscode-unpkg.net"
"503","122.594705747","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x70d3 A mobile.events.data.microsoft.com.localdomain"
"504","122.719787457","192.168.153.1","239.255.255.250","UDP","698","50917  >  3702 Len=656"
"505","123.587280645","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x04fb A mobile.events.data.microsoft.com.localdomain"
"506","123.634164534","fe80::e62b:d1db:2bd6:4437","ff02::c","UDP","718","50918  >  3702 Len=656"
"507","124.716180477","VMware_96:a6:89","VMware_c0:00:01","ARP","42","Who has 192.168.153.1? Tell 192.168.153.128"
"508","124.716996280","VMware_c0:00:01","VMware_96:a6:89","ARP","60","192.168.153.1 is at 00:50:56:c0:00:01"
"509","125.262166767","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"510","125.503570799","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x2c33 A www.vscode-unpkg.net.localdomain"
"511","125.581563379","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xfcf9 A mobile.events.data.microsoft.com"
"512","125.765539737","192.168.153.128","192.168.153.1","DNS","91","Standard query 0x67d1 A default.exp-tas.com.localdomain"
"513","125.765619831","192.168.153.128","192.168.153.1","DNS","91","Standard query 0x01d5 AAAA default.exp-tas.com.localdomain"
"514","126.677147727","192.168.153.128","192.168.153.1","DNS","104","Standard query 0xc53f A mobile.events.data.microsoft.com.localdomain"
"515","126.677242659","192.168.153.128","192.168.153.1","DNS","104","Standard query 0xfb3b AAAA mobile.events.data.microsoft.com.localdomain"
"516","127.502678544","192.168.153.128","192.168.153.1","DNS","80","Standard query 0xdbdb A www.vscode-unpkg.net"
"517","128.604590555","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x04fb A mobile.events.data.microsoft.com.localdomain"
"518","130.259495356","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"519","130.582058311","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xfcf9 A mobile.events.data.microsoft.com"
"520","130.755825133","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x7a35 A mobile.events.data.microsoft.com"
"521","130.756077512","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x6bf2 HTTPS mobile.events.data.microsoft.com"
"522","130.783580808","192.168.153.128","192.168.153.1","DNS","91","Standard query 0x67d1 A default.exp-tas.com.localdomain"
"523","130.783640924","192.168.153.128","192.168.153.1","DNS","91","Standard query 0x01d5 AAAA default.exp-tas.com.localdomain"
"524","131.687895534","192.168.153.128","192.168.153.1","DNS","104","Standard query 0xc53f A mobile.events.data.microsoft.com.localdomain"
"525","131.687968045","192.168.153.128","192.168.153.1","DNS","104","Standard query 0xfb3b AAAA mobile.events.data.microsoft.com.localdomain"
"526","131.766532683","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x6259 A mobile.events.data.microsoft.com"
"527","131.766655267","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xf6ae HTTPS mobile.events.data.microsoft.com"
"528","132.510805031","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xac88 A www.vscode-unpkg.net.localdomain"
"529","133.788379542","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x2122 A mobile.events.data.microsoft.com"
"530","135.248126866","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"531","135.588948184","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x3b94 A mobile.events.data.microsoft.com.localdomain"
"532","135.788909291","192.168.153.128","192.168.153.1","DNS","99","Standard query 0x07f1 A copilot-telemetry.githubusercontent.com"
"533","135.788993904","192.168.153.128","192.168.153.1","DNS","99","Standard query 0xc1fd AAAA copilot-telemetry.githubusercontent.com"
"534","136.707826151","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x46c3 A mobile.events.data.microsoft.com"
"535","136.707899151","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x46c6 AAAA mobile.events.data.microsoft.com"
"536","137.355758830","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"537","137.526028285","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xac88 A www.vscode-unpkg.net.localdomain"
"538","138.796515496","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x2122 A mobile.events.data.microsoft.com"
"539","139.464846395","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"540","139.789603785","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x6018 A mobile.events.data.microsoft.com"
"541","140.592299421","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x3b94 A mobile.events.data.microsoft.com.localdomain"
"542","140.793145999","192.168.153.128","192.168.153.1","DNS","99","Standard query 0x07f1 A copilot-telemetry.githubusercontent.com"
"543","140.793209438","192.168.153.128","192.168.153.1","DNS","99","Standard query 0xc1fd AAAA copilot-telemetry.githubusercontent.com"
"544","141.573321014","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"545","141.712285885","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x46c3 A mobile.events.data.microsoft.com"
"546","141.712344659","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x46c6 AAAA mobile.events.data.microsoft.com"
"547","142.364406979","fe80::6ffa:8a8e:a8ca:5b63","ff02::2","ICMPv6","62","Router Solicitation"
"548","143.684144785","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"549","143.800342671","192.168.153.128","192.168.153.1","DNS","104","Standard query 0xf445 A mobile.events.data.microsoft.com.localdomain"
"550","144.793709626","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x6018 A mobile.events.data.microsoft.com"
"551","145.797974530","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"552","145.804164197","192.168.153.128","192.168.153.1","DNS","111","Standard query 0x06fd A copilot-telemetry.githubusercontent.com.localdomain"
"553","145.804356798","192.168.153.128","192.168.153.1","DNS","111","Standard query 0x2af7 AAAA copilot-telemetry.githubusercontent.com.localdomain"
"554","146.726048630","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x30f4 A mobile.events.data.microsoft.com.localdomain"
"555","146.726232008","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x3aff AAAA mobile.events.data.microsoft.com.localdomain"
"556","147.908754984","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"557","148.805849359","192.168.153.128","192.168.153.1","DNS","104","Standard query 0xf445 A mobile.events.data.microsoft.com.localdomain"
"558","149.810112029","192.168.153.128","192.168.153.1","DNS","104","Standard query 0xdfa5 A mobile.events.data.microsoft.com.localdomain"
"559","150.029169826","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"560","150.817033919","192.168.153.128","192.168.153.1","DNS","111","Standard query 0x06fd A copilot-telemetry.githubusercontent.com.localdomain"
"561","150.817154570","192.168.153.128","192.168.153.1","DNS","111","Standard query 0x2af7 AAAA copilot-telemetry.githubusercontent.com.localdomain"
"562","151.733277628","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x30f4 A mobile.events.data.microsoft.com.localdomain"
"563","151.733406397","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x3aff AAAA mobile.events.data.microsoft.com.localdomain"
"564","151.791821763","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xadc7 A mobile.events.data.microsoft.com"
"565","152.150389013","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"566","153.809221880","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x612a A mobile.events.data.microsoft.com"
"567","153.809326301","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x8c50 HTTPS mobile.events.data.microsoft.com"
"568","154.272763934","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"569","154.816418166","192.168.153.128","192.168.153.1","DNS","104","Standard query 0xdfa5 A mobile.events.data.microsoft.com.localdomain"
"570","154.831514284","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xb7a8 A mobile.events.data.microsoft.com"
"571","154.831853500","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x7ca8 HTTPS mobile.events.data.microsoft.com"
"572","154.916568782","VMware_96:a6:89","VMware_c0:00:01","ARP","42","Who has 192.168.153.1? Tell 192.168.153.128"
"573","154.917082496","VMware_c0:00:01","VMware_96:a6:89","ARP","60","192.168.153.1 is at 00:50:56:c0:00:01"
"574","155.836192218","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xabf9 A mobile.events.data.microsoft.com"
"575","155.836428860","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xf084 AAAA mobile.events.data.microsoft.com"
"576","156.384765400","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"577","156.743662554","192.168.153.128","192.168.153.1","DNS","99","Standard query 0x6e94 A copilot-telemetry.githubusercontent.com"
"578","156.743797564","192.168.153.128","192.168.153.1","DNS","99","Standard query 0x6ea4 AAAA copilot-telemetry.githubusercontent.com"
"579","156.802206745","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xadc7 A mobile.events.data.microsoft.com"
"580","156.854347119","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x44d7 A mobile.events.data.microsoft.com"
"581","158.513787758","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"582","160.628801675","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"583","160.852972746","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xabf9 A mobile.events.data.microsoft.com"
"584","160.853226929","192.168.153.128","192.168.153.1","DNS","92","Standard query 0xf084 AAAA mobile.events.data.microsoft.com"
"585","161.763079625","192.168.153.128","192.168.153.1","DNS","99","Standard query 0x6e94 A copilot-telemetry.githubusercontent.com"
"586","161.763241883","192.168.153.128","192.168.153.1","DNS","99","Standard query 0x6ea4 AAAA copilot-telemetry.githubusercontent.com"
"587","161.804637439","192.168.153.128","192.168.153.1","DNS","104","Standard query 0xa8f9 A mobile.events.data.microsoft.com.localdomain"
"588","161.870917888","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x44d7 A mobile.events.data.microsoft.com"
"589","162.754191368","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"590","162.870567737","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x681a A mobile.events.data.microsoft.com"
"591","164.874287195","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"592","165.866546938","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x5d7e A mobile.events.data.microsoft.com.localdomain"
"593","165.866739509","192.168.153.128","192.168.153.1","DNS","104","Standard query 0xd167 AAAA mobile.events.data.microsoft.com.localdomain"
"594","166.782843012","192.168.153.128","192.168.153.1","DNS","111","Standard query 0x831c A copilot-telemetry.githubusercontent.com.localdomain"
"595","166.783206440","192.168.153.128","192.168.153.1","DNS","111","Standard query 0x1507 AAAA copilot-telemetry.githubusercontent.com.localdomain"
"596","166.812550809","192.168.153.128","192.168.153.1","DNS","104","Standard query 0xa8f9 A mobile.events.data.microsoft.com.localdomain"
"597","166.889257679","192.168.153.128","192.168.153.1","DNS","104","Standard query 0xd4c6 A mobile.events.data.microsoft.com.localdomain"
"598","166.994102543","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"599","167.881501574","192.168.153.128","192.168.153.1","DNS","92","Standard query 0x681a A mobile.events.data.microsoft.com"
"600","169.119097659","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"601","170.878535935","192.168.153.128","192.168.153.1","DNS","104","Standard query 0x5d7e A mobile.events.data.microsoft.com.localdomain"
"602","170.878718426","192.168.153.128","192.168.153.1","DNS","104","Standard query 0xd167 AAAA mobile.events.data.microsoft.com.localdomain"
"603","171.238525752","192.168.153.1","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _XSplitCam._tcp.local, ""QU"" question"
"604","171.792769743","192.168.153.128","192.168.153.1","DNS","111","Standard query 0x831c A copilot-telemetry.githubusercontent.com.localdomain"
